jp	ko
目標、グリグオリグに接近中	목표,그리고리그에 접근 중
目標、ゾア！	목표,조아!
目標、ゾア！ 全てを灰にしてやる！	목표,조아!전부 재로 만들어주마!
目標、側面に移動！ 砲旋回まだか！	목표 측면 이동!포 선회 아직!
目標を捕捉	목표 포착
目標を確認、ドラゴンです	목표 확인,드래곤입니다
目標発見、対空誘導弾発射準備	목표 발견,대공유도탄 발사 준비
目標破壊可能ライン到達まで5分です	목표 파괴가능 라인까지 5분입니다
目標破壊可能ライン到達まで7分です	목표 파괴가능 라인까지 7분입니다
目的のない旅…か	목적 없는 여행…인가
目的地4番発掘所まで、あと30分	목적지 4번 발굴소까지 30분
目覚めさせるための処置をするだけだ	깨우기 위한 처치를 할 뿐이다
目覚めたばかりのころ…	막 깨어났을 무렵…
目覚めた時は違ったかもしれない、でも	깨어났을 땐 달랐을지 모르지만
目覚めた遣跡は、何をするかわからん	깨어난 유적은 뭘 할지 모른다
直接アクセスして、	직접 접속해서,
直衛編隊、連携で行くぞ！	직위편대,연계로 간다!
直通エレベーターが使えるかもしれない…	직통 엘리베이터를 쓸 수 있을지도…
相変わらずだなあ、あいつも	여전하네,그 녀석도
相棒が待ってる、おまえのな	동료가 기다려,네 동료가
相棒にもそう言っといてくれ	상대한테도 그리 전해 줘
真に恐ろしいのは、統制された集団なのだ	진짜 두려운 건 통제된 집단이다
眠った遣跡が目覚めちまうんだよ	잠든 유적이 깨어나 버려
眠気をこらえるのにもひと苦労さ	졸음을 참는 것도 보통 일이 아니야
知ってるってことになっちゃって…	알고 있는 걸로 돼버려서…
知ってるのか？	알고 있어?
知ってるよ…一度、戦ったから	알고 있어…한 번 싸웠으니까
知ってるよ、それ	알고 있어,그거
知りたくないのか？	알고 싶지 않은 거야?
砂の海を移動する島としか\n言いようのない奴だ。\n空中戦艦でもなければ、\nこいつと対等に戦うことは\nできないだろう。\nガッシュが倒し方を教えて\nくれなかったら、儀らも\nどうなっていたことか…。	사막의 바다를 이동하는\n섬이라고밖에 할 수\n없는 놈이다.\n공중전함이라도 아니면\n이놈과 대등하게 싸우는\n건 불가능할 거다.\n가슈가 쓰러뜨리는 법을\n가르쳐 주지 않았다면\n우리도 어떻게 됐을지…
砂をどける事ができるぞ	모래를 치울 수 있어
砂漠<05>抜け穴	사막<05>빠질굴
砂漠<05>枯れたオアシス	사막<05>말라붙은 오아시스
砂漠のあちこちに開いてるぜ	사막 여기저기에 뚫려 있어
砂漠のオアシスも、たいてい遣跡がらみだ	사막 오아시스도 대개 유적과 관련돼
砂漠の攻性生物は、地上に住んでるからな	사막 공성생물은 지상에 사니까
砂漠の攻性生物はわりと手ごわいんだが…	사막의 공성생물은 꽤 만만찮은데…
砂漠は地下を通って越える…	사막은 지하를 통해 건넌다…
砂漠越えも終わりってわけだ	사막을 건너는 것도 끝이라는 거군
砂潜り	모래잠수
研究材料にはもってこいだからな	연구 재료로는 안성맞춤이니까
砲台、なにをしている、側方だ	포대,뭐 하는 거야,측면이다
砲台、旋回	포대,선회
砲台動力部温度上昇、危険です！	포대 동력부 온도 상승,위험합니다!
砲塔部、リアクター順調作動中	포탑부,리액터 순조 작동 중
砲塔部異常なし	포탑부 이상 없음
砲手、旋回急げ！	포수,선회 서둘러!
破壊	파괴
破壊しちまったぜ！？	부숴버렸잖아!?
破壊力を強化した手投げ爆弾	파괴력을 강화한 수류탄
確か、おまえはバイマンに恩があったな	보니 넌 바이만에게 빚이 있지
確か、もう1体下の層に…	분명 한 마리 더 아래층에…
確かに、何かを感じたんだけど…	분명 뭔가 느꼈는데…
確かに、奴の言う通りこれは世界を	분명 그놈 말대로 이건 세계를
確認できません！	확인할 수 없습니다!
礼を言うぜ	고맙다
祈りの前に食物を□にした者、\n祈りの前に身を清めなかった者、\n日々の営みのけがれをまとったまま\n祈りを捧げた者、地上の燈火によって\n「護り火」をけがした者は、\nただちに守護地を去らねばならない。	기도 전에 음식을 먹은\n자,기도 전에 몸을 정결히\n하지 않은 자,하루하루의\n더러움을 두른 채 기도를 올린\n자,지상의 등불로 「수호의\n불」을 더럽힌 자는 즉시\n수호지를 떠나야 한다.
祈りの掟	기도 계율
神から盗んだ品を売りつけようとはな	신에게서 훔친 물건을 팔아넘기다니
神に仕える資質を認められたんですよ	신을 섬길 자질을 인정받았다더군요
神に見捨てられて、なお祈りに来たのか？	신에게 버림받고도 기도하러 왔나?
神の使いのくせに…	신의 사자인 주제에…
神の使いは、神の街を守るべきだろう？	신의 사자라면 신의 도시를 지켜야 하지 않나?
神の守護、ねえ…	신의 수호,라…
神の守護が、それだけ偉大だということだ	신의 수호가 그만큼 위대하다는 뜻
神の守護を裏切ることになるからな	신의 수호를 저버리는 셈이 되니까
神の遣産だとか、悪魔の巣だとかな	신의 유산이니 악마의 소굴이니
神の領域を荒らす罰当たりってわけさ	신의 영역을 어지럽히는 짓
神をも恐れぬってのは、奴らのことだな	신조차 안 두려워하는 게 그놈들이다
神様に守ってもらうんじゃなくてさ	신께 지켜달라고 할 게 아니라
神様の力で守られてるのさ	신의 힘으로 지켜진다
神聖区じゃ、司祭の次ぐらいに偉いんだぜ	신성구에선 사제 다음으로 높다고
神聖区に入ると、正面に倉庫があります	신성구에 들면 정면에 창고가 있어요
神聖区に入れてもらえねえんで	신성구에 못 들어가게 해서 말이야
神聖区に雇われて、はした金稼いでも…	신성구에 고용돼서 푼돈 벌어봤자…
神聖区のお坊ちゃんの言いそうなこった	신성구 도련님이나 할 법한 소리군
神聖区の下働きなどしちゃいかんぞ	신성구의 잡일 따위 해선 안 돼
神聖区の奴がいると、酒がまずくなるぜ	신성구 놈이 있으면 술맛이 떨어져
神聖区の通行証だ	신성구 통행증이다
神聖区の連中、ケチくせえからなあ	신성구 놈들,다들 어찌나 인색한지
神聖区の連中は、それがわかってないのさ	신성구 놈들은 그걸 모르는 거야
神聖区の連中は、外の世界がこわいんだ	신성구 놈들은 바깥이 무서워
神聖区への許可証入手	신성구 허가증 입수
神聖区入りを推薦してもらったはずだが…	신성구 입성을 추천받았을 텐데…
神聖区民になるには、下積みがいるのさ	신성구민이 되려면 밑바닥부터야
神聖区民になるには、勉強も必要なのさ	신성구민이 되려면 공부도 필요하지
神聖区民を相手に値切る気か？	신성구민을 상대로 값을 깎겠다고?
禁止区域で戦った。\nこのドラゴンも、伝説と\n同じく、敵を追う光の矢を\n武器にしている。一度に\n数十本もの光の矢を放つ\n攻撃が、特に危険だ。	금지구역에서\n싸웠다.이 드래곤도\n전설과 마찬가지로\n적을 쫓는 빛의\n화살을 무기로\n쓴다.한 번에 수십\n발의 빛의 화살을\n쏘는 공격이 특히\n위험하다.
禁止区域に、ドラゴンが出たんだってな	금지구역에 드래곤이 나타났다더군
禁止区域に行くって…本気かい？	금지구역에 간다고…진심이야?
禁止区域の遣跡には気をつけな	금지구역의 유적은 조심해
禁止区域の遣跡は、重力を操るそうだ	금지구역 유적은 중력을 조종한대
禁止区域クリア	금지구역 클리어
禁止区域ボス戦(AD＃1)	금지구역 보스전(AD＃1)
禁止区域中ボス戦(クレイメン艦)	금지구역 중간보스전(크레이멘함)
禁止区域近辺で出会う。\n編隊を組んで飛ぶ姿は、\n帝国軍の戦闘機のようだ。\n後方への攻撃ができない\nかわりに、レーザーを回避\nする能力がある。それさえ\n何とかすれば楽に倒せる。	금지구역 근처에서\n만난다.편대를 짜서\n나는 모습은 제국군\n전투기 같다.후방\n공격은 못 하나 대신\n레이저를 회피한다.\n그것만 해결하면 된다.
禁止区域近辺で戦った。\n水に潜っている間は攻撃を\n受けつけない。\nヴェロクスと同じように、\n他と姿が違うやつが群れに\n混じっている。これも、\n指揮をとる個体だろう。	금지구역 근처에서\n싸웠다.물에 잠긴\n동안은 공격이 안 통해\n베록스와 마찬가지로\n모습이 다른 놈이\n무리에 섞여 있다.\n이것도 지휘 개체다.
禁止区域近辺で戦った。\n水に潜っている間は攻撃を\n受けつけない。\n短い光の矢を放つ攻撃が\n危険だが、よく見ればその\n前兆がわかる。	금지구역 근처에서\n싸웠다.물에 잠긴\n동안은 공격이 안 통해\n짧은 빛 화살 공격이\n위험하나 잘 보면\n전조를 안다.
禁止区域近辺で戦った。\n編隊を組んで飛ぶ姿は、\n帝国軍の戦闘機のようだ。\n角の長いやつが、指揮を\nとっているらしい。	금지구역 근처에서\n싸웠다.편대를 짜서\n나는 모습은 제국군\n전투기 같다.\n뿔 긴 놈이 지휘한다.
禁止区域進入可	금지구역 진입
私…待ってますから…	저…기다릴 테니까…
私が…	내가…
私が、私であるために…	내가,나이기 위해서는…
私がここまで来られたのはあなたのおかげ	내가 여기까지 온 건 당신 덕분이야
私が眠ってたベッドに、そう記されていた	내가 잠든 침대에 그리 적혀 있었다
私が船をコントロールする	내가 배를 조종하겠다
私が行って、彼とドラゴンを	내가 가서,그와 드래곤을
私が開放区にいたことは、黙っててくれよ	개방구에 있던 건 비밀로 해줘
私じゃダメだわ…	나로선 안 되겠어…
私たちの村も、こんな感じの所でした	우리 마을도 이런 느낌이었어요
私たちを完全に外敵とみなしているのよ	우리를 완전히 외적으로 보는 거야
私としても不本意だがな	나로서도 본의는 아니지만
私に、守られる理由なんてないのに…	내가 지켜질 이유 같은 건 없는데…
