kind	jp_off	us_off	jp	us
~1:3	039E47	03D072	これほどの物は、めったに【46】り【13】せないぜ	you got there. You don't find many like that anymore.
1:1	039E7C	03D0B5	そうこなくっちゃ！ あんた、【511】したぜ	You drive a hard bargain.
1:1	039EA1	03D0CF	<!A4>	Here, take it.
1:1	039EB1	03D0EB	そうか？ いい【161】い物だと【325】うけどなあ…	Really? I think it's a bargain...
1:1	039EE5	03D11A	もう【194】し、【281】くならないかな？	Can you cut me a better deal?
1:1	039F0F	03D145	うーん…	Umm...
1:1	039F18	03D14C	それじゃ、これでどうだ？	Okay, how's this then?
1:1	039F31	03D163	800【6】で【161】う	Buy for 800 Dynes
1:1	039F40	03D175	【161】わない	Do not buy
1:1	039F49	03D180	もっと【680】【493】る	Deal more
1:1	039F63	03D197	しっかりしてるね、あんた	You're tight with money.
1:1	039F7C	03D1B0	ほら、【167】ってけよ	Here, take it.
~1:1	039F9A	03D1CC	もういいよ、【254】をあたるから	Enough. I'll ask someone else.
~1:2	03B04E	03E42F	【698】めて【84】る【367】だね…【205】の【144】？	<09>\n<09>+}\n<09> <09>\n<09><!AF>a<1D><0F><04><!C2><0F><09><04>o<01>T_VZ_001.PCM
~1:1	03B069	03E452	【215】、ペゼルってんだ！ よろしく！	You're new here, huh? A traveler?
~1:1	03B08A	03E474	(【358】に【212】なりのいい【103】だ…)	I'm Bezer. Nice to meet you.
~1:2	03B0A5	03E491	(あいつは…ペゼルとかいったな)	(A well-dressed kid...) (His name is Bezer.)
~1:2	03B0D3	03E4CB	バエットに【87】？ 【296】は【1】【2】【3】にいるよ	You want Paet? He's in the Holy District.
~1:1	03B0F6	03E4F5	あ…そうか、あんたらは【20】けないんだっけ	Oh, I forgot... You can't go there.
1:1	03B12A	03E526	ここも、帝国に【584】【585】されちゃうのかな…	Will the Empire invade this town?
1:1	03B14F	03E548	(【358】に【212】なりのいい【103】だ…)	(A well-dressed kid...)
1:1	03B16A	03E560	(あいつは…ペゼルとかいったな)	(His name is Bezer.)
~1:2	03B198	03E582	あんた、【1】【2】【3】で【368】【218】もらったんだって？	I heard you got a job in the Holy District, is that right?
~1:1	03B1BF	03E5BD	…【363】【603】、あんたもみんなと【302】じなんだね…	I guess you're like everyone else...
1:1	03B1F3	03E5EF	【474】く【349】【131】をすませなくちゃ…	I gotta fix this quick...
1:1	03B20E	03E609	帝国が攻めてきたら、おしまいだ	If the Empire attacks, I
1:1	03B22D	03E622	んだね…	want to fight against them.
1:1	03B242	03E64B	【1】【2】【3】の【245】【40】は、【17】の【75】【323】がこわいんだ	Folks in the Holy District are afraid
1:1	03B267	03E671	…	of the world outside.
~1:1	03B276	03E694	【363】【603】、みんな【60】もしなかった…	Nobody in Zoah did anything...
~1:1	03B293	03E6B3	ドラゴンが【602】けてくれるのを【84】てただけだ	They just waited for the
~1:2	03B2BB	03E6CC	(【358】に【212】なりのいい【103】だ…)	dragon to save them. (A well-dressed kid...)
~1:1	03B2D6	03E6F9	(あいつは…ペゼルとかいったな)	(His name is Bezer.)
~2:1	03B304	03E71B	この【78】、もうすぐ【660】【699】するんだ な)	This ship will be ready soon.
~1:2	03B332	03E746	【0】を【13】たら、ハンターになろうかな	When I leave this town, I'll be a hunter.
~1:1	03B353	03E770	【275】【224】もひととおり【161】ってあるんだ	I've already got some weapons.
~1:1	03B372	03E78F	な	But joining a caravan is not
~1:1	03B374	03E7AC	キャラパンに【41】るのも、【266】くないよなあ…	a bad idea either.
1:1	03B3A8	03E7CC	【205】の【348】物とか、ここに【168】してあるんだ	I've stashed all my stuff here.
1:1	03B3CB	03E7EC	<0C>…	Grandpa will throw it all away,
1:1	03B3CF	03E80C	【84】つかったら、【470】てられちゃうからね	if he finds this place.
1:1	03B3FF	03E831	【215】、【501】【219】の力で生きていきたいんだ	I want to live on my own, without
1:1	03B420	03E853	ね	the protection of the Gods.
1:1	03B422	03E86F	【1】【461】に【488】ってもらうんじゃなくてさ	(Why is there a little kid
1:1	03B443	03E88A	(この【129】の【143】【144】でもなさそうだが…)	living in here?)
1:1	03B466	03E89B	(あいつは…ペゼルとかいったな)	(His name is Bezer.)
~1:1	03B494	03E8BD	じいちゃんの【155】、【156】いたよ	I heard about my grandpa.
~1:2	03B4AD	03E8D7	【383】【237】をやめさせられたんだってね	He was stripped of his position as High Priest, right?
~1:1	03B4CC	03E90E	…でも【215】、やっばり【129】には【563】らないよ	Well, I'm not going home. I'm
~1:1	03B4EF	03E92C	どうせ、【0】を【13】るんだから	gonna leave this town... someday.
1:1	03B515	03E95B	バエットには【266】いけどさ…	I don't mean to disrespect Paet...
1:1	03B52E	03E97E	【381】【382】さん、【363】【292】【155】がわかるんだな	(Why is there a little kid
1:1	03B54D	03E999	(この【129】の【143】【144】でもなさそうだが…)	living in here?)
1:1	03B570	03E9AA	(あいつは…ペゼルとかいったな)	(His name is Bezer.)
1:1	03B59E	03E9CC	いいだろうなあ、【17】の【75】【323】は…	I wonder how life is outside...
1:1	03B5BB	03E9EC	【520】なんかなくてさ	A life free of codes.
1:1	03B5D9	03EA0F	【215】、あの【78】に【541】って、【17】に【13】たいんだ	I want to ride that ship
1:1	03B5FC	03EA28	<0C>…	and get out of this town.
1:1	03B60D	03EA4F	【379】だ！	Who's there!?
1:1	03B614	03EA5D	なんだ、うちのじいちゃんかと【325】ったよ	Oh, I thought you were grandpa.
1:1	03B646	03EA8A	…じいちゃん？	...Your grandpa?
1:1	03B662	03EAA8	いや、いいんだ、【144】【255】いだったから	Oh, never mind...
1:1	03B683	03EABA	それにしても、よくここに【41】れたね	Anyway, how did you find
1:1	03B6A4	03EAD3	ここ、【215】だけの【168】れ【129】なんだ	my secret hideout?
1:1	03B6C5	03EAE6	【254】の【103】には【674】っててくれよ	Don't tell anyone about it, okay?
1:1	03B6DE	03EB08	かわりに、これあげるからさ	In return, I'll give you this.
~1:1	03B706	03EB34	【215】、ペゼルってんだ	I am Bezer.
~1:1	03B719	03EB40	るからさ	I am a citizen of the Holy District.
~1:1	03B721	03EB65	【174】【494】、【1】【2】【3】【429】だけど…	But I'm gonna leave one
~1:1	03B738	03EB7D	いつかはここを【13】ていくつもりさ	of these days.
~1:4	03BAC7	03EF0B	)<1D><1A><01>…………	<09>\n<09>0#<02><09> <<1D><1B> <09>\n<09>0G<02><09> <<1D><1A><01>.....
~1:1	03BAE1	03EF36	おやめよ、【407】えてるじゃないか	Stop it. You're scaring her!
~1:2	03BAFE	03EF53	(【60】か【155】してるけど…よく【156】こえないな)	(They're talking about something... but I can't hear.)
~1:1	03BB25	03EF8A	…………	.....
~1:1	03BB3B	03EF9D	おやめよ、おぴえてるじゃないか	Stop!  She's afraid of outsiders!
~1:2	03BB5A	03EFBF	(【60】か【155】してるけど…よく【156】こえないな)	(They're talking about something... but I can't hear.)
~1:1	03BB81	03EFF6	…………	.....
~1:1	03BB97	03F009	おやめよ、おぴえてるじゃないか	Leave her alone! Go away!
~1:2	03BBB6	03F023	(【60】か【155】してるけど…よく【156】こえないな)	(They're talking about something... but I can't hear.)
~1:4	03DC62	03F05C	よう、【650】【321】はどうだ？	<18><09> <03><05><09> <09>\n<09>0i<01><07> How's it goin'?
~1:1	03DC77	04149A	【107】り【200】きする	Make a Deal
~1:1	03DC84	0414A6	【155】をする	Talk
1:1	03DC9A	0414B8	【576】【465】！	Come back again!
1:1	03DCAE	0414D6	なんだ、ひやかしか	Just lookin', eh?
1:1	03DCCE	0414F5	どうだい、お【264】さん	Take a look, boy.
1:1	03DCE1	041507	いい物そろってるだろ	I've got lots of items.
1:1	03DD03	04152C	これ、みんな売り物なのか？	Are they all for sale?
~1:2	03DD2B	041550	【111】りかけもあるけど、だいたいはそうだな	Most of them are. There are some I'm still working on.
~2:1	03DD5F	041594	【215】は、ヤレドってんだ <!A6>いたいはそうだな	I'm Jared, and I just opened shop
~1:1	03DD86	0415B6	この【128】、ここに【256】を【13】したぱかりでね	here the other day.
~1:1	03DDA9	0415CA	【275】【224】なんかもあるから、【84】てってくれよ	I've got weapons too, look.
~1:1	03DDCE	0415E6	(【45】【46】【30】の【47】【48】をしている…)	(He's hard at work.)
~1:1	03DDEB	0415FB	(【70】【105】【89】のヤレドだ…【509】しそうだな)	(It's Jared... He looks busy.)
1:1	03DE1B	041627	よう、【650】【321】はどうだ？	How's it goin'?
1:1	03DE30	041637	【107】り【200】きする	Make a Deal
1:1	03DE3D	041643	【155】をする	Talk
1:1	03DE53	041655	【576】【465】！	Come back again!
1:1	03DE67	041673	なんだ、ひやかしか	Just lookin', eh?
~1:1	03DE87	041692	ウルの【202】くに、ドラゴンが【13】たって【155】だぜ	I heard that a black dragon
~1:2	03DEAF	0416AE	それも、【700】っ【438】いやつがな	appeared near the sunken city of Uru.
~1:1	03DED5	0416E1	【202】【44】の【455】さんが、銃の【349】【131】を【386】んできてね	The old man living nearby asked
~1:1	03DEFC	041701	しかし、【431】った【439】がいいだろうなあ	me to fix his gun.
~1:2	03DF1D	041714	【239】りができそうな【611】にゃ【84】えなかったし…	I think I should turn him down. He looks too old to hunt.
~1:1	03DF44	04174E	(【45】【46】【30】の【47】【48】をしている…)	(He's hard at work.)
~1:1	03DF61	041763	(【70】【105】【89】のヤレドだ…【509】しそうだな)	(It's Jared... He looks busy.)
1:1	03DF91	04178F	よう、【650】【321】はどうだ？	How's it goin'?
1:1	03DFA6	04179F	【107】り【200】きする	Make a Deal
1:1	03DFB3	0417AB	【155】をする	Talk
1:1	03DFC9	0417BD	【576】【465】！	Come back again!
1:1	03DFDD	0417DB	なんだ、ひやかしか	Just lookin', eh?
1:1	03DFF0	0417ED	ラージガンを売る	Sell Large Gun
1:1	03E001	0417FC	売らない	Do not sell
1:1	03E00A	041808	(【45】【46】【30】の【47】【48】をしている…)	(He's hard at work.)
1:1	03E027	04181D	(【70】【105】【89】のヤレドだ)	(It's Jared, owner of the shop.)
1:1	03E03C	04183E	(【63】【18】に【368】【218】をしてるけど…)	(He doesn't look too worried...)
1:1	03E059	04185F	(帝国【354】が【701】くないのかな？)	(Isn't he afraid of Imperial Troops?)
1:1	03E083	041892	よう、【650】【321】はどうだ？	How's it goin'?
1:1	03E098	0418A2	【107】り【200】きする	Make a Deal
1:1	03E0A5	0418AE	【155】をする	Talk
1:1	03E0BB	0418C0	【576】【465】！	Come back again!
1:1	03E0CF	0418DE	なんだ、ひやかしか	Just lookin', eh?
1:1	03E0E2	0418F0	ラージガンを売る	Sell Large Gun
1:1	03E0F3	0418FF	売らない	Do not sell
1:1	03E0FC	04190B	(【45】【46】【30】の【47】【48】をしている…)	(He's working on something.
1:1	03E119	041927	(【70】【105】【89】のヤレドだ…【509】しそうだな)	It's Jared... He looks busy.)
1:1	03E149	041952	なんだか…【511】体が【380】れない【328】じだった	Well, they were... kinda strange.
1:1	03E179	041981	そうだろうな	Thought so.
1:1	03E186	04198D	ありゃ、【215】【242】の【131】【502】を【702】えてるよ	They're beyond comprehension.
1:1	03E1B2	0419B8	【421】【79】【327】って、【458】かったよ	To be honest, I was scared.
1:1	03E1D6	0419E1	まあ、無【131】もないな	I don't blame ya.
1:1	03E1E9	0419F3	【379】だって、あれには【703】【392】されるさ	Everyone is overwhelmed by them.
~1:2	03E215	041A21	きれいだと【325】ったけど…変かな？	Well, I think they're works of art. Do you think that's odd?
~1:1	03E241	041A6B	そうでもないさ	Not really.
~1:2	03E250	041A77	この【75】の物とは【325】えない【442】【80】もあるからな	These ruins are unlike anything you've ever seen before.
1:1	03E284	041ABD	【363】【292】【139】【581】かったよ	I thought they were incredible.
1:1	03E295	041ADD	動いてる【103】なんか、【209】にね	Especially the moving one.
~1:1	03E2BB	041B05	へえ…	Hmm...
~2:1	03E2C2	041B0C	おまえさん、【56】物になるぜ ョもあるからな	You'll be a great hunter one day.
1:1	03E2F6	041B3B	いや、【305】に【60】も…	Well, nothing much...
1:1	03E314	041B5E	へえ…	Hmm...
1:1	03E31B	041B65	【436】いのに【704】【705】なんだな	You're hard to impress, kid.
1:1	03E33D	041B8F	おまえさん…	Say, m'boy...
1:1	03E34A	041B9D	このでかい銃、どこで【83】に【41】れた？	Where did you get that gun?
~2:1	03E378	041BC6	【453】【454】に【140】ちてたんだ <!A9>【83】に【41】れた？	I found it at the valley,
~1:1	03E399	041BE0	【167】ち【257】の【244】体も【174】【268】だった	along with its owner.
1:1	03E3BF	041C03	そうか…	I see... I guess he
1:1	03E3C8	041C17	ま、ハンターらしい【251】【478】かもな	died a hunter's death.
1:1	03E3E5	041C2E	1500【6】	1500Dn
~1:1	03E3FD	041C42	【215】も、いろんな【411】【44】を【205】してきたが…	I've traveled to many places, but...
~1:2	03E420	041C67	攻性生物のいない【88】なんて、【698】めて【84】たよ	I've never seen a forest that wasn't infested with monsters.
~1:1	03E454	041CB1	【202】【44】の【455】さんが、銃の【349】【131】を【386】んできてね	The old man living nearby asked
~1:2	03E47B	041CD1	しかし、【431】った【439】がいいだろうなあ	me to fix his gun. I think I should turn him down.
~1:1	03E49C	041D04	【239】りができそうな【611】にゃ【84】えなかったし…	He looks too old to hunt.
1:1	03E4D0	041D2B	【405】【406】【126】の【451】【494】しだいじゃ【170】になっちまうな	Depending on how the Council
1:1	03E4F7	041D48	とっとと【457】げた【439】がいいかもしれんぞ	replies, there could be a war.
1:1	03E51A	041D67	<0E>な	It might be better to leave.
~1:2	03E52B	041D91	【45】【46】【30】ひとつのために、【0】をつぷす…	For a single relic, the Empire will demolish an entire town.
~1:1	03E54E	041DCE	帝国ってのは、そういう【245】【40】なんだよ	They've always done it that way.
~1:2	03E57E	041DFC	【405】【406】【126】の【45】表、【156】いたかい？	Did you hear the announcement by the Council?
~1:2	03E599	041E2A	まさか、ドラゴンが【13】るとはねえ	A dragon appeared and saved the town.
